#chrom	start	end	name	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group	groseq_dht.plus	groseq_dht.plus	groseq_dht.minus	groseq_dht.minus	groseq_dmso.plus	groseq_dmso.plus	groseq_dmso.minus	groseq_dmso.minus
chrX	53100974	53101324	chrX:53100974-53101324	.	.	53100974	53101324	0	1	350	53100969	non.ARBS.P.bed	5.565	4.783	0	0	2.218	3.713	0	0
chr10	121812544	121812894	chr10:121812544-121812894	.	.	121812544	121812894	0	1	350	121812543	non.ARBS.P.bed	1.02	2.735	0	0	2.267	9.418	0.8009	0
chr21	40279204	40279554	chr21:40279204-40279554	.	.	40279204	40279554	0	1	350	40279200	non.ARBS.P.bed	2.334	6.241	0	0	3.526	3.376	0.6579	0
chr2	191829842	191830192	chr2:191829842-191830192	.	.	191829842	191830192	0	1	350	191829841	non.ARBS.P.bed	2.058	1.353	2.402	0.8859	2.081	1.557	3.347	2.374
chr8	124119306	124119656	chr8:124119306-124119656	.	.	124119306	124119656	0	1	350	124119305	non.ARBS.P.bed	3.926	4.459	0	0	3.351	4.273	0	0
chr12	32329708	32330058	chr12:32329708-32330058	.	.	32329708	32330058	0	1	350	32329705	non.ARBS.P.bed	5.336	3.182	0	0	6.316	1.059	0	0
chr12	123656668	123657018	chr12:123656668-123657018	.	.	123656668	123657018	0	1	350	123656667	non.ARBS.P.bed	3.44	0.2001	7.931	1.441	0	0	2.861	0
chr1	85893295	85893645	chr1:85893295-85893645	.	.	85893295	85893645	0	1	350	85893287	non.ARBS.P.bed	1	1.382	2.989	2.882	3.364	0.5606	2.074	1.573
chr3	114737748	114738098	chr3:114737748-114738098	.	.	114737748	114738098	0	1	350	114737747	non.ARBS.P.bed	2.859	0	3.693	0.5764	0	0	3.275	5.306
chr1	169478564	169478914	chr1:169478564-169478914	.	.	169478564	169478914	0	1	350	169478563	non.ARBS.P.bed	2.115	5.965	2.135	1.302	0	2.392	1.745	0
chr6	21462826	21463176	chr6:21462826-21463176	.	.	21462826	21463176	0	1	350	21462824	non.ARBS.P.bed	0.9814	3.783	1.558	0	0.03737	3.7	5.578	0
chr3	68986190	68986540	chr3:68986190-68986540	.	.	68986190	68986540	0	1	350	68986184	non.ARBS.P.bed	12.01	2.192	0	0	0	0	0.2145	1.216
chr11	94579028	94579378	chr11:94579028-94579378	.	.	94579028	94579378	0	1	350	94579019	non.ARBS.P.bed	2.115	2.592	0	0	1.744	9.119	0	0
chr1	24711433	24711783	chr1:24711433-24711783	.	.	24711433	24711783	0	1	350	24711431	non.ARBS.P.bed	2.458	0.4002	2.839	6.767	0	0	0.1144	2.975
chr3	23634718	23635068	chr3:23634718-23635068	.	.	23634718	23635068	0	1	350	23634716	non.ARBS.P.bed	4.154	6.632	0	0	2.716	2.043	0	0
chr12	46839489	46839839	chr12:46839489-46839839	.	.	46839489	46839839	0	1	350	46839485	non.ARBS.P.bed	5.317	1.563	0	0	5.083	3.563	0	0
chr5	113668596	113668946	chr5:113668596-113668946	.	.	113668596	113668946	0	1	350	113668595	non.ARBS.P.bed	7.223	5.469	2.487	0.3095	0	0	0	0
chr14	76002366	76002716	chr14:76002366-76002716	.	.	76002366	76002716	0	1	350	76002359	non.ARBS.P.bed	1.582	6.193	0	0	2.915	3.314	1.302	0.1287
chr1	100705813	100706163	chr1:100705813-100706163	.	.	100705813	100706163	0	1	350	100705812	non.ARBS.P.bed	0	0	5.049	0.8005	0	0	6.951	2.503
chr22	50651940	50652290	chr22:50651940-50652290	.	.	50651940	50652290	0	1	350	50651935	non.ARBS.P.bed	1.715	0	6.404	0	0.2492	0	6.865	0
chr7	139357772	139358122	chr7:139357772-139358122	.	.	139357772	139358122	0	1	350	139357771	non.ARBS.P.bed	0	1.429	2.199	4.504	0	0	2.903	4.162
chr22	41354524	41354874	chr22:41354524-41354874	.	.	41354524	41354874	0	1	350	41354520	non.ARBS.P.bed	5.012	0.4955	0	0	8.397	1.271	0	0
chr3	53520114	53520464	chr3:53520114-53520464	.	.	53520114	53520464	0	1	350	53520109	non.ARBS.P.bed	2.439	6.27	0	0	2.703	3.7	0	0
chr4	159717738	159718088	chr4:159717738-159718088	.	.	159717738	159718088	0	1	350	159717737	non.ARBS.P.bed	3.687	1.553	0	0	7.774	2.018	0	0
chr6	56992710	56993060	chr6:56992710-56993060	.	.	56992710	56993060	0	1	350	56992705	non.ARBS.P.bed	0.8099	3.478	0	0	9.094	1.495	0	0
chr11	102235951	102236301	chr11:102235951-102236301	.	.	102235951	102236301	0	1	350	102235950	non.ARBS.P.bed	2.62	5.946	0	0	1.545	4.722	0	0
chr11	126084710	126085060	chr11:126084710-126085060	.	.	126084710	126085060	0	1	350	126084709	non.ARBS.P.bed	2.62	4.907	0	0	5.046	2.056	0	0
chr12	79193505	79193855	chr12:79193505-79193855	.	.	79193505	79193855	0	1	350	79193498	non.ARBS.P.bed	4.669	6.908	2.455	0.5871	0	0	0	0
chr3	9816328	9816678	chr3:9816328-9816678	.	.	9816328	9816678	0	1	350	9816319	non.ARBS.P.bed	7.242	1.849	0	0	4.871	0.5855	0	0
chr4	95842088	95842438	chr4:95842088-95842438	.	.	95842088	95842438	0	1	350	95842079	non.ARBS.P.bed	8.223	3.554	0	0	2.168	0.4734	0	0
chr4	159748188	159748538	chr4:159748188-159748538	.	.	159748188	159748538	0	1	350	159748187	non.ARBS.P.bed	3.24	4.021	0	0	2.33	4.672	0	0
chr2	182943876	182944226	chr2:182943876-182944226	.	.	182943876	182944226	0	1	350	182943875	non.ARBS.P.bed	0.2382	2.849	2.423	1.569	1.258	4.373	0.0143	1.416
chr9	135266566	135266916	chr9:135266566-135266916	.	.	135266566	135266916	0	1	350	135266565	non.ARBS.P.bed	0.3907	1.515	2.935	2.039	1.246	0	5.235	0.7151
chr5	32193935	32194285	chr5:32193935-32194285	.	.	32193935	32194285	0	1	350	32193932	non.ARBS.P.bed	5.193	2.096	0	0	4.049	1.557	1.144	0
chr11	107964316	107964666	chr11:107964316-107964666	.	.	107964316	107964666	0	1	350	107964315	non.ARBS.P.bed	3.897	1.839	0	0	4.472	3.825	0	0
chr17	21122332	21122682	chr17:21122332-21122682	.	.	21122332	21122682	0	1	350	21122330	non.ARBS.P.bed	5.755	0.8194	0	0	3.115	2.317	1.945	0
chr1	187246158	187246508	chr1:187246158-187246508	.	.	187246158	187246508	0	1	350	187246157	non.ARBS.P.bed	7.146	1.505	0	0.08539	2.492	1.246	1.43	0
chr2	20087587	20087937	chr2:20087587-20087937	.	.	20087587	20087937	0	1	350	20087585	non.ARBS.P.bed	1.077	0	2.017	3.853	1.246	0	1.244	4.291
chr18	65896620	65896970	chr18:65896620-65896970	.	.	65896620	65896970	0	1	350	65896614	non.ARBS.P.bed	1.191	0.04764	0.6404	0	9.157	2.678	0	0
chr4	87614643	87614993	chr4:87614643-87614993	.	.	87614643	87614993	0	1	350	87614635	non.ARBS.P.bed	5.241	2.039	0	0	1.732	4.672	0	0
chr1	116666634	116666984	chr1:116666634-116666984	.	.	116666634	116666984	0	1	350	116666633	non.ARBS.P.bed	2.554	1.887	0	0.8966	3.139	2.043	0.3576	2.732
chr1	24111478	24111828	chr1:24111478-24111828	.	.	24111478	24111828	0	1	350	24111476	non.ARBS.P.bed	7.737	3.011	0.2348	0	2.492	0	0	0
chr15	34234108	34234458	chr15:34234108-34234458	.	.	34234108	34234458	0	1	350	34234105	non.ARBS.P.bed	2.525	2.239	1.334	0.1815	0	0	6.193	0.9583
chr6	110126003	110126353	chr6:110126003-110126353	.	.	110126003	110126353	0	1	350	110126002	non.ARBS.P.bed	1.191	7.89	0	0	0.9344	3.389	0	0
chr12	95348036	95348386	chr12:95348036-95348386	.	.	95348036	95348386	0	1	350	95348027	non.ARBS.P.bed	0.4193	11.17	1.751	0	0	0	0	0
chr16	19407950	19408300	chr16:19407950-19408300	.	.	19407950	19408300	0	1	350	19407949	non.ARBS.P.bed	2.382	5.717	0	1.067	0	1.246	1.073	1.788
chr9	116355239	116355589	chr9:116355239-116355589	.	.	116355239	116355589	0	1	350	116355238	non.ARBS.P.bed	1.267	3.021	0.5337	0	3.326	5.12	0	0
chr10	12732018	12732368	chr10:12732018-12732368	.	.	12732018	12732368	0	1	350	12732017	non.ARBS.P.bed	4.393	3.402	0.9927	0.07472	2.492	1.869	0	0
chr2	165614663	165615013	chr2:165614663-165615013	.	.	165614663	165615013	0	1	350	165614662	non.ARBS.P.bed	0	0.6003	2.797	4.163	0.461	0.162	4.648	0.3576
chr17	26402504	26402854	chr17:26402504-26402854	.	.	26402504	26402854	0	1	350	26402502	non.ARBS.P.bed	2.22	7.785	0	0	2.23	0.9344	0	0
chr8	523014	523364	chr8:523014-523364	.	.	523014	523364	0	1	350	523009	non.ARBS.P.bed	5.765	2.01	0	0	5.357	0	0	0
chr19	39353356	39353706	chr19:39353356-39353706	.	.	39353356	39353706	0	1	350	39353353	non.ARBS.P.bed	3.049	0	1.003	0	6.864	0.8596	1.344	0
chr18	40345366	40345716	chr18:40345366-40345716	.	.	40345366	40345716	0	1	350	40345362	non.ARBS.P.bed	1.258	4.135	0.3629	1.067	2.778	3.451	0	0
chr14	64899218	64899568	chr14:64899218-64899568	.	.	64899218	64899568	0	1	350	64899212	non.ARBS.P.bed	2.658	4.354	0	0	1.694	2.89	0	1.43
chr2	178989986	178990336	chr2:178989986-178990336	.	.	178989986	178990336	0	1	350	178989985	non.ARBS.P.bed	3.916	4.05	0.2989	0	3.737	0.9717	0	0
chr11	63013694	63014044	chr11:63013694-63014044	.	.	63013694	63014044	0	1	350	63013688	non.ARBS.P.bed	5.965	5.831	0	0	0	1.171	0	0
chr22	29300542	29300892	chr22:29300542-29300892	.	.	29300542	29300892	0	1	350	29300540	non.ARBS.P.bed	2.477	3.716	0	0.5337	3.75	2.479	0	0
chr15	33116175	33116525	chr15:33116175-33116525	.	.	33116175	33116525	0	1	350	33116172	non.ARBS.P.bed	7.623	5.002	0.2668	0	0	0	0	0
chr3	136062572	136062922	chr3:136062572-136062922	.	.	136062572	136062922	0	1	350	136062571	non.ARBS.P.bed	1.725	1.61	3.469	0.03202	1.321	1.52	1.387	1.788
chr3	187924802	187925152	chr3:187924802-187925152	.	.	187924802	187925152	0	1	350	187924801	non.ARBS.P.bed	2.325	0	0	0	7.089	3.426	0	0
chr10	104535349	104535699	chr10:104535349-104535699	.	.	104535349	104535699	0	1	350	104535348	non.ARBS.P.bed	2.401	0.4764	0	0	5.93	4.012	0	0
chr12	63432486	63432836	chr12:63432486-63432836	.	.	63432486	63432836	0	1	350	63432480	non.ARBS.P.bed	3.364	1.667	1.067	0	3.812	2.84	0	0
chr5	75843518	75843868	chr5:75843518-75843868	.	.	75843518	75843868	0	1	350	75843511	non.ARBS.P.bed	2.525	10.2	0	0	0	0	0	0
chr1	112198959	112199309	chr1:112198959-112199309	.	.	112198959	112199309	0	1	350	112198958	non.ARBS.P.bed	3.097	1.277	0.9713	0	2.492	4.871	0	0
chr2	24125058	24125408	chr2:24125058-24125408	.	.	24125058	24125408	0	1	350	24125056	non.ARBS.P.bed	0	0	3.928	2.22	1.146	0	2.975	2.374
chr12	53963261	53963611	chr12:53963261-53963611	.	.	53963261	53963611	0	1	350	53963256	non.ARBS.P.bed	0	0	5.252	0.1494	0	0	7.237	0
chr11	85772852	85773202	chr11:85772852-85773202	.	.	85772852	85773202	0	1	350	85772844	non.ARBS.P.bed	0	0	5.785	1.622	0	0	1.101	4.048
chr6	8058243	8058593	chr6:8058243-8058593	.	.	8058243	8058593	0	1	350	8058235	non.ARBS.P.bed	0	0	5.412	1.751	0	0	3.676	1.63
chr17	58966510	58966860	chr17:58966510-58966860	.	.	58966510	58966860	0	1	350	58966505	non.ARBS.P.bed	3.478	0.6193	0	0	4.236	4.111	0	0
chr15	93239615	93239965	chr15:93239615-93239965	.	.	93239615	93239965	0	1	350	93239606	non.ARBS.P.bed	4.431	4.478	0	1.067	0.4983	0.7475	1.216	0
chr3	122471554	122471904	chr3:122471554-122471904	.	.	122471554	122471904	0	1	350	122471553	non.ARBS.P.bed	0.9147	0	0	4.312	0	0	1.373	5.835
chr5	118664630	118664980	chr5:118664630-118664980	.	.	118664630	118664980	0	1	350	118664629	non.ARBS.P.bed	5.002	4.812	0.2135	0	2.367	0	0	0
chr2	216700457	216700807	chr2:216700457-216700807	.	.	216700457	216700807	0	1	350	216700455	non.ARBS.P.bed	1.868	4.326	0	0	1.557	4.585	0	0
chr12	50582186	50582536	chr12:50582186-50582536	.	.	50582186	50582536	0	1	350	50582181	non.ARBS.P.bed	1.534	0.3716	2.284	2.135	1.071	1.595	3.261	0
chr3	39786330	39786680	chr3:39786330-39786680	.	.	39786330	39786680	0	1	350	39786327	non.ARBS.P.bed	0	0	0	0	5.482	6.727	0	0
chr1	184048190	184048540	chr1:184048190-184048540	.	.	184048190	184048540	0	1	350	184048189	non.ARBS.P.bed	7.385	1.667	0	0	2.056	1.059	0	0
chr9	127940376	127940726	chr9:127940376-127940726	.	.	127940376	127940726	0	1	350	127940375	non.ARBS.P.bed	0.9528	0	1.825	1.868	0	0	3.533	3.933
chr1	52025670	52026020	chr1:52025670-52026020	.	.	52025670	52026020	0	1	350	52025665	non.ARBS.P.bed	1.81	5.05	2.028	0.1067	0	1.246	0.4291	1.43
chr20	61829961	61830311	chr20:61829961-61830311	.	.	61829961	61830311	0	1	350	61829955	non.ARBS.P.bed	0	0	5.156	2.733	0	0	0	4.205
chr4	152087128	152087478	chr4:152087128-152087478	.	.	152087128	152087478	0	1	350	152087127	non.ARBS.P.bed	0.9528	0	4.27	5.038	0	0	0.04291	1.788
chr19	6350870	6351220	chr19:6350870-6351220	.	.	6350870	6351220	0	1	350	6350864	non.ARBS.P.bed	3.192	1.572	1.014	0.05337	4.672	1.557	0	0
chr19	33401909	33402259	chr19:33401909-33402259	.	.	33401909	33402259	0	1	350	33401906	non.ARBS.P.bed	4.269	2.535	1.505	1.067	1.046	0.1993	0.5864	0.8438
chr21	44136371	44136721	chr21:44136371-44136721	.	.	44136371	44136721	0	1	350	44136367	non.ARBS.P.bed	5.203	3.097	0	0	2.18	1.557	0	0
chr13	21607987	21608337	chr13:21607987-21608337	.	.	21607987	21608337	0	1	350	21607985	non.ARBS.P.bed	0	0.9528	3.736	3.736	0	0	2.331	1.244
chr2	224815656	224816006	chr2:224815656-224816006	.	.	224815656	224816006	0	1	350	224815654	non.ARBS.P.bed	2.982	0.6575	1.067	1.067	0.5482	0	5.635	0
chr7	19740810	19741160	chr7:19740810-19741160	.	.	19740810	19741160	0	1	350	19740809	non.ARBS.P.bed	0.4764	2.096	2.935	3.469	0	0.2492	2.574	0.143
chr4	95607442	95607792	chr4:95607442-95607792	.	.	95607442	95607792	0	1	350	95607433	non.ARBS.P.bed	1.515	5.403	1.868	0.3522	1.345	0	0.9583	0.472
chr9	126090184	126090534	chr9:126090184-126090534	.	.	126090184	126090534	0	1	350	126090183	non.ARBS.P.bed	4.526	0.3907	0	0	4.56	0	2.374	0
chr15	93070564	93070914	chr15:93070564-93070914	.	.	93070564	93070914	0	1	350	93070555	non.ARBS.P.bed	5.688	2.01	2.786	0.1174	1.246	0	0	0
chr8	124453785	124454135	chr8:124453785-124454135	.	.	124453785	124454135	0	1	350	124453784	non.ARBS.P.bed	2.096	4.002	0	0	1.246	4.423	0	0
chr8	68723069	68723419	chr8:68723069-68723419	.	.	68723069	68723419	0	1	350	68723063	non.ARBS.P.bed	1.667	6.155	0	1.067	0	2.816	0	0
chr10	76443678	76444028	chr10:76443678-76444028	.	.	76443678	76444028	0	1	350	76443671	non.ARBS.P.bed	2.144	2.887	0.2348	0	1.943	4.435	0	0
chr10	5545620	5545970	chr10:5545620-5545970	.	.	5545620	5545970	0	1	350	5545615	non.ARBS.P.bed	2.716	2.049	0	0	5.295	1.557	0	0
chr6	46105007	46105357	chr6:46105007-46105357	.	.	46105007	46105357	0	1	350	46105003	non.ARBS.P.bed	2.792	4.764	0	1.067	1.694	1.246	0	0
chr9	130341191	130341541	chr9:130341191-130341541	.	.	130341191	130341541	0	1	350	130341190	non.ARBS.P.bed	3.011	2.62	3.202	0	0.1993	1.046	1.43	0
chr1	44223588	44223938	chr1:44223588-44223938	.	.	44223588	44223938	0	1	350	44223584	non.ARBS.P.bed	4.059	3.068	0	0	2.816	1.545	0	0
chr4	95574423	95574773	chr4:95574423-95574773	.	.	95574423	95574773	0	1	350	95574414	non.ARBS.P.bed	3.992	3.811	0.2882	0	1.246	0.2865	1.101	0.7151
chr2	66717974	66718324	chr2:66717974-66718324	.	.	66717974	66718324	0	1	350	66717968	non.ARBS.P.bed	3.802	1.439	0	0.2562	3.426	0.01246	1.43	1.058
chr11	35180321	35180671	chr11:35180321-35180671	.	.	35180321	35180671	0	1	350	35180318	non.ARBS.P.bed	2.859	1.906	2.893	0.08539	2.18	0.04983	1.43	0
chr6	106695228	106695578	chr6:106695228-106695578	.	.	106695228	106695578	0	1	350	106695227	non.ARBS.P.bed	0	0	2.668	3.501	0	0	1.745	3.433
chr18	48547000	48547350	chr18:48547000-48547350	.	.	48547000	48547350	0	1	350	48546996	non.ARBS.P.bed	0	0	2.668	1.601	0	0.6229	3.933	2.503
chr8	25169889	25170239	chr8:25169889-25170239	.	.	25169889	25170239	0	1	350	25169887	non.ARBS.P.bed	5.45	3.23	0	0	2.18	0.4485	0	0
chr18	19413953	19414303	chr18:19413953-19414303	.	.	19413953	19414303	0	1	350	19413952	non.ARBS.P.bed	3.964	1.667	1.067	0	1.794	2.604	0	0
chr4	141371691	141372041	chr4:141371691-141372041	.	.	141371691	141372041	0	1	350	141371690	non.ARBS.P.bed	4.116	3.421	0	1.067	1.644	0.8472	0	0
chr11	80469394	80469744	chr11:80469394-80469744	.	.	80469394	80469744	0	1	350	80469386	non.ARBS.P.bed	5.298	0.8957	0.06404	0	0	0.6229	0	4.205
chr12	64200002	64200352	chr12:64200002-64200352	.	.	64200002	64200352	0	1	350	64199996	non.ARBS.P.bed	1.191	2.163	0	0	3.214	3.065	1.43	0
chr6	111252182	111252532	chr6:111252182-111252532	.	.	111252182	111252532	0	1	350	111252181	non.ARBS.P.bed	6.003	0.7813	1.067	0	2.766	0.3987	0	0
chr1	217699606	217699956	chr1:217699606-217699956	.	.	217699606	217699956	0	1	350	217699604	non.ARBS.P.bed	0	0	4.27	0.9393	0	0	1.43	4.377
chr10	115719117	115719467	chr10:115719117-115719467	.	.	115719117	115719467	0	1	350	115719116	non.ARBS.P.bed	6.908	2.611	0.982	0.08539	0.4111	0	0	0
chr10	76635849	76636199	chr10:76635849-76636199	.	.	76635849	76636199	0	1	350	76635842	non.ARBS.P.bed	2.601	2.172	0	0	0.9468	5.27	0	0
chr12	57153384	57153734	chr12:57153384-57153734	.	.	57153384	57153734	0	1	350	57153379	non.ARBS.P.bed	4.717	3.859	0	0	1.445	0	0.944	0
chr8	117679850	117680200	chr8:117679850-117680200	.	.	117679850	117680200	0	1	350	117679849	non.ARBS.P.bed	0.9528	0	4.003	0.2668	0	0	2.145	3.576
chr8	19551826	19552176	chr8:19551826-19552176	.	.	19551826	19552176	0	1	350	19551825	non.ARBS.P.bed	7.127	1.677	1.067	1.067	0	0	0	0
chr4	159935076	159935426	chr4:159935076-159935426	.	.	159935076	159935426	0	1	350	159935075	non.ARBS.P.bed	6.708	1.868	0.5444	0.523	1.246	0	0	0
chr20	45079368	45079718	chr20:45079368-45079718	.	.	45079368	45079718	0	1	350	45079364	non.ARBS.P.bed	1.772	1.086	1.409	2.519	0	0	0	4.091
chr19	18487982	18488332	chr19:18487982-18488332	.	.	18487982	18488332	0	1	350	18487981	non.ARBS.P.bed	0.7146	1.363	0	0	2.977	4.099	1.073	0.615
chr10	13550765	13551115	chr10:13550765-13551115	.	.	13550765	13551115	0	1	350	13550764	non.ARBS.P.bed	2.668	1.143	0	1.761	1.62	2.118	0	1.43
chr4	148837654	148838004	chr4:148837654-148838004	.	.	148837654	148838004	0	1	350	148837653	non.ARBS.P.bed	1.505	0.4764	0	0	7.313	1.408	0	0
chr12	125093752	125094102	chr12:125093752-125094102	.	.	125093752	125094102	0	1	350	125093751	non.ARBS.P.bed	2.973	2.744	0	0	2.255	2.728	0	0
chr5	77391139	77391489	chr5:77391139-77391489	.	.	77391139	77391489	0	1	350	77391132	non.ARBS.P.bed	0	0	3.085	1.302	0	0	2.861	3.418
chr6	144076602	144076952	chr6:144076602-144076952	.	.	144076602	144076952	0	1	350	144076601	non.ARBS.P.bed	1.448	6.708	0	0	1.221	1.271	0	0
chr4	77447844	77448194	chr4:77447844-77448194	.	.	77447844	77448194	0	1	350	77447837	non.ARBS.P.bed	0.7718	3.04	1.921	0	1.321	3.588	0	0
chr13	21418110	21418460	chr13:21418110-21418460	.	.	21418110	21418460	0	1	350	21418108	non.ARBS.P.bed	0	0.9528	2.295	2.508	0	0	3.933	0.9297
chr9	98597932	98598282	chr9:98597932-98598282	.	.	98597932	98598282	0	1	350	98597923	non.ARBS.P.bed	0.0667	2.792	2.402	2.21	0	1.246	1.43	0.4577
chr5	14983915	14984265	chr5:14983915-14984265	.	.	14983915	14984265	0	1	350	14983914	non.ARBS.P.bed	6.67	2.859	0	1.067	0	0	0	0
chr4	89256240	89256590	chr4:89256240-89256590	.	.	89256240	89256590	0	1	350	89256232	non.ARBS.P.bed	2.811	2.906	0	0	1.62	3.239	0	0
chr14	71421722	71422072	chr14:71421722-71422072	.	.	71421722	71422072	0	1	350	71421715	non.ARBS.P.bed	3.754	5.298	0	0	0	1.52	0	0
chr2	101696852	101697202	chr2:101696852-101697202	.	.	101696852	101697202	0	1	350	101696851	non.ARBS.P.bed	0.2573	4.031	1.601	3.159	0	0	0	1.43
chr15	35601112	35601462	chr15:35601112-35601462	.	.	35601112	35601462	0	1	350	35601109	non.ARBS.P.bed	0.3526	8.814	0	0	0	1.246	0	0
chr1	60209408	60209758	chr1:60209408-60209758	.	.	60209408	60209758	0	1	350	60209402	non.ARBS.P.bed	1.42	2.392	0.3522	1.783	0.6229	2.492	1.316	0
chr16	67495916	67496266	chr16:67495916-67496266	.	.	67495916	67496266	0	1	350	67495910	non.ARBS.P.bed	0	0	4.75	2.765	0	0	2.017	0.8438
chr4	75869566	75869916	chr4:75869566-75869916	.	.	75869566	75869916	0	1	350	75869559	non.ARBS.P.bed	4.335	3.44	0	0	1.644	0.8472	0	0
chr11	7657118	7657468	chr11:7657118-7657468	.	.	7657118	7657468	0	1	350	7657111	non.ARBS.P.bed	2.077	4.421	0	0	1.782	1.956	0	0
chr14	68018013	68018363	chr14:68018013-68018363	.	.	68018013	68018363	0	1	350	68018007	non.ARBS.P.bed	5.345	2.859	0	0	1.084	0.9468	0	0
chr3	188289446	188289796	chr3:188289446-188289796	.	.	188289446	188289796	0	1	350	188289445	non.ARBS.P.bed	1.191	5.365	0	0	0	3.638	0	0
chr9	98483626	98483976	chr9:98483626-98483976	.	.	98483626	98483976	0	1	350	98483617	non.ARBS.P.bed	4.354	3.516	0	0	0	1.246	1.058	0
chr10	43690242	43690592	chr10:43690242-43690592	.	.	43690242	43690592	0	1	350	43690238	non.ARBS.P.bed	1.591	1.991	4.077	0	0.4236	2.068	0	0
chr17	61580768	61581118	chr17:61580768-61581118	.	.	61580768	61581118	0	1	350	61580762	non.ARBS.P.bed	2.658	2.106	2.359	0.07472	1.071	1.42	0.4577	0
chr2	20995810	20996160	chr2:20995810-20996160	.	.	20995810	20996160	0	1	350	20995808	non.ARBS.P.bed	0	0.9528	2.135	2.562	0	0	2.431	2.002
chr14	68478440	68478790	chr14:68478440-68478790	.	.	68478440	68478790	0	1	350	68478434	non.ARBS.P.bed	3.144	1.906	0	0	1.121	3.737	0.143	0
chr3	177505880	177506230	chr3:177505880-177506230	.	.	177505880	177506230	0	1	350	177505879	non.ARBS.P.bed	1.525	1.334	0.05337	1.334	0	0	1.859	3.862
chr7	50953994	50954344	chr7:50953994-50954344	.	.	50953994	50954344	0	1	350	50953989	non.ARBS.P.bed	1.61	5.555	0	1.003	0.2367	1.557	0	0
chr8	48540373	48540723	chr8:48540373-48540723	.	.	48540373	48540723	0	1	350	48540369	non.ARBS.P.bed	4.269	2.62	0	0	0.598	2.467	0	0
chr1	246781164	246781514	chr1:246781164-246781514	.	.	246781164	246781514	0	1	350	246781162	non.ARBS.P.bed	1.086	4.212	0.3843	0.6831	1.071	2.492	0	0
chr2	234929140	234929490	chr2:234929140-234929490	.	.	234929140	234929490	0	1	350	234929138	non.ARBS.P.bed	7.146	1.429	0.1067	0	0	1.246	0	0
chr22	28332111	28332461	chr22:28332111-28332461	.	.	28332111	28332461	0	1	350	28332109	non.ARBS.P.bed	2.62	1.667	0	0	4.46	1.146	0	0
chr2	207573188	207573538	chr2:207573188-207573538	.	.	207573188	207573538	0	1	350	207573186	non.ARBS.P.bed	2.744	2.973	0	0	1.707	2.33	0	0
chr4	152348627	152348977	chr4:152348627-152348977	.	.	152348627	152348977	0	1	350	152348626	non.ARBS.P.bed	3.097	4.088	0	0	1.532	0.9593	0	0
chr14	107254582	107254932	chr14:107254582-107254932	.	.	107254582	107254932	0	1	350	107254581	non.ARBS.P.bed	4.011	4.259	0	0	0.8472	0	0	0.4577
chr2	13643580	13643930	chr2:13643580-13643930	.	.	13643580	13643930	0	1	350	13643579	non.ARBS.P.bed	2.954	5.526	0.5871	0.4803	0	0	0	0
chr6	139858314	139858664	chr6:139858314-139858664	.	.	139858314	139858664	0	1	350	139858313	non.ARBS.P.bed	1.324	0.7146	0.95	0.1174	1.732	2.006	2.66	0
chr17	80092126	80092476	chr17:80092126-80092476	.	.	80092126	80092476	0	1	350	80092118	non.ARBS.P.bed	0.2287	0	1.11	5.294	0	0	2.16	0.7008
chr8	81658143	81658493	chr8:81658143-81658493	.	.	81658143	81658493	0	1	350	81658135	non.ARBS.P.bed	1.02	0	2.743	0	0.7101	0	3.833	1.173
chr2	208880388	208880738	chr2:208880388-208880738	.	.	208880388	208880738	0	1	350	208880386	non.ARBS.P.bed	0	0	7.066	0.7899	0	0	1.602	0
chr4	129766086	129766436	chr4:129766086-129766436	.	.	129766086	129766436	0	1	350	129766085	non.ARBS.P.bed	2.963	3.021	0	0	1.869	1.595	0	0
chr8	66676244	66676594	chr8:66676244-66676594	.	.	66676244	66676594	0	1	350	66676238	non.ARBS.P.bed	0.181	0.7718	2.402	3.939	0	0	0.8009	1.344
chr1	86000470	86000820	chr1:86000470-86000820	.	.	86000470	86000820	0	1	350	86000462	non.ARBS.P.bed	3.859	1.667	2.028	0	0	0	1.859	0
chr9	134953382	134953732	chr9:134953382-134953732	.	.	134953382	134953732	0	1	350	134953381	non.ARBS.P.bed	0	0	2.359	2.444	0	0	0.4577	4.091
chr10	106037728	106038078	chr10:106037728-106038078	.	.	106037728	106038078	0	1	350	106037727	non.ARBS.P.bed	2.144	2.144	0	0	3.152	1.906	0	0
chr12	124171369	124171719	chr12:124171369-124171719	.	.	124171369	124171719	0	1	350	124171368	non.ARBS.P.bed	3.821	2.668	0.6618	0	1.794	0.3115	0	0
chr8	92008322	92008672	chr8:92008322-92008672	.	.	92008322	92008672	0	1	350	92008313	non.ARBS.P.bed	0	0	2.604	3.437	0	0	1.387	1.788
chr11	65954097	65954447	chr11:65954097-65954447	.	.	65954097	65954447	0	1	350	65954091	non.ARBS.P.bed	3.754	3.478	0	0	1.358	0.5855	0	0
chr17	59369140	59369490	chr17:59369140-59369490	.	.	59369140	59369490	0	1	350	59369135	non.ARBS.P.bed	2.382	2.763	0	0	1.869	2.118	0	0
chr10	47101446	47101796	chr10:47101446-47101796	.	.	47101446	47101796	0	1	350	47101442	non.ARBS.P.bed	1.715	4.993	1.153	0	0.2616	0.9842	0	0
